session_id,user_id,session_start,session_end,total_pages_visited,total_time_spent_seconds,max_items_in_cart,purchased,device_type,country,referral_source,session_duration_minutes
session_1193,user_1199,2025-02-16 02:29:55,2025-02-16 02:32:15,2,308.0,1.0,0,desktop,india,direct,2.3333333333333335
session_1194,user_1978,2025-08-31 21:10:50,2025-08-31 21:10:50,1,127.0,0.0,0,tablet,germany,direct,0.0
session_1195,user_2009,2025-04-27 07:16:17,2025-04-27 07:18:04,2,176.0,3.0,0,desktop,usa,google,1.7833333333333334
session_1196,user_1008,2025-04-28 07:28:36,2025-04-28 07:34:04,5,486.0,1.0,1,tablet,usa,google,5.466666666666667
session_1197,user_1194,2025-01-27 04:36:16,2025-01-27 04:43:07,5,513.0,3.0,1,tablet,australia,google,6.85
session_1198,user_2481,2025-07-17 00:47:16,2025-07-17 00:47:16,1,178.0,0.0,0,tablet,india,google,0.0
session_1199,user_2843,2025-05-03 18:49:12,2025-05-03 18:50:16,2,239.0,0.0,0,mobile,uk,direct,1.0666666666666667
session_12,user_2907,2025-03-31 11:11:46,2025-03-31 11:15:45,3,270.0,1.0,0,mobile,france,email,3.9833333333333334
session_120,user_1976,2025-07-04 20:22:01,2025-07-04 20:30:36,5,641.0,1.0,1,mobile,germany,social media,8.583333333333334
session_1200,user_2364,2025-02-16 18:25:02,2025-02-16 18:26:30,3,262.0,0.0,0,tablet,usa,google,1.4666666666666666
session_1201,user_2032,2025-07-17 16:49:07,2025-07-17 16:55:02,4,476.0,1.0,0,desktop,uk,google,5.916666666666667
session_1202,user_2792,2025-02-02 04:53:46,2025-02-02 04:55:44,2,267.0,1.0,0,desktop,uk,email,1.9666666666666666
session_1203,user_1783,2025-07-02 07:21:53,2025-07-02 07:22:38,2,166.0,5.0,0,desktop,germany,direct,0.75
session_1204,user_1846,2025-05-27 00:07:26,2025-05-27 00:09:24,2,219.0,4.0,0,tablet,france,email,1.9666666666666666
session_1205,user_2045,2025-01-20 09:49:13,2025-01-20 09:51:24,2,180.0,2.0,0,tablet,australia,direct,2.183333333333333
session_1206,user_1041,2025-06-19 10:29:08,2025-06-19 10:38:08,5,676.0,4.0,1,desktop,france,social media,9.0
session_1207,user_1689,2025-01-27 02:08:52,2025-01-27 02:08:52,1,84.0,0.0,0,mobile,uk,direct,0.0
session_1208,user_2160,2025-03-06 02:46:16,2025-03-06 02:49:06,2,251.0,2.0,0,tablet,india,email,2.8333333333333335
session_1209,user_2004,2025-08-26 22:39:00,2025-08-26 22:41:48,2,329.0,0.0,0,tablet,india,direct,2.8
session_121,user_2762,2025-03-22 20:52:08,2025-03-22 20:54:23,3,303.0,1.0,0,tablet,germany,email,2.25
session_1210,user_2416,2025-02-06 08:56:31,2025-02-06 08:56:51,2,78.0,5.0,0,desktop,uk,google,0.3333333333333333
session_1211,user_2496,2025-01-26 03:41:34,2025-01-26 03:45:26,5,404.0,4.0,1,mobile,uk,google,3.8666666666666667
session_1212,user_2204,2025-05-21 23:01:38,2025-05-21 23:02:11,2,76.0,0.0,0,mobile,canada,social media,0.55
session_1213,user_1641,2025-03-17 22:46:26,2025-03-17 22:53:13,5,559.0,4.0,1,tablet,usa,email,6.783333333333333
session_1214,user_2091,2025-01-09 16:59:51,2025-01-09 17:05:44,5,368.0,2.0,1,desktop,usa,email,5.883333333333334
session_1215,user_2141,2025-05-16 09:11:23,2025-05-16 09:11:23,1,73.0,0.0,0,desktop,uk,direct,0.0
session_1216,user_2068,2025-04-25 06:22:57,2025-04-25 06:22:57,1,108.0,0.0,0,mobile,usa,direct,0.0
session_1217,user_1257,2025-02-01 13:58:46,2025-02-01 14:00:27,2,128.0,1.0,0,tablet,usa,google,1.6833333333333333
session_1218,user_3001,2025-08-03 08:27:38,2025-08-03 08:29:43,2,183.0,3.0,0,mobile,australia,google,2.0833333333333335
session_1219,user_2885,2025-03-24 21:31:13,2025-03-24 21:31:50,2,195.0,0.0,0,mobile,germany,google,0.6166666666666667
session_122,user_2875,2025-04-14 17:49:42,2025-04-14 17:50:24,2,200.0,5.0,0,desktop,uk,google,0.7
session_1220,user_1041,2025-07-02 16:54:21,2025-07-02 16:55:41,3,121.0,1.0,0,tablet,canada,email,1.3333333333333333
session_1221,user_1808,2025-04-14 17:10:02,2025-04-14 17:10:02,1,38.0,0.0,0,mobile,france,google,0.0
session_1222,user_2588,2025-07-26 11:40:46,2025-07-26 11:40:46,1,178.0,0.0,0,desktop,germany,direct,0.0
session_1223,user_1858,2025-03-15 09:16:57,2025-03-15 09:19:34,2,199.0,0.0,0,tablet,canada,email,2.6166666666666667
session_1224,user_1732,2025-03-18 15:41:08,2025-03-18 15:42:18,2,107.0,0.0,0,tablet,canada,email,1.1666666666666667
session_1225,user_1083,2025-08-24 16:02:40,2025-08-24 16:04:00,2,258.0,0.0,0,tablet,uk,direct,1.3333333333333333
session_1226,user_1196,2025-07-29 09:41:12,2025-07-29 09:50:13,5,664.0,1.0,1,desktop,india,google,9.016666666666667
session_1227,user_1066,2025-04-06 19:05:50,2025-04-06 19:09:16,3,313.0,5.0,0,mobile,usa,google,3.433333333333333
session_1228,user_1118,2025-01-15 03:55:56,2025-01-15 03:55:56,1,58.0,0.0,0,tablet,australia,google,0.0
session_1229,user_1954,2025-06-22 06:15:35,2025-06-22 06:24:57,5,681.0,1.0,1,mobile,uk,email,9.366666666666667
session_123,user_2142,2025-05-31 18:23:17,2025-05-31 18:23:39,2,65.0,0.0,0,mobile,canada,social media,0.36666666666666664
session_1230,user_1485,2025-02-22 02:53:12,2025-02-22 02:53:12,1,23.0,0.0,0,mobile,uk,direct,0.0
session_1231,user_2987,2025-03-09 21:17:05,2025-03-09 21:20:30,5,344.0,1.0,1,tablet,france,google,3.4166666666666665
session_1232,user_1237,2025-03-19 08:04:42,2025-03-19 08:04:42,1,119.0,0.0,0,desktop,india,email,0.0
session_1233,user_1378,2025-05-19 02:32:27,2025-05-19 02:37:46,5,486.0,4.0,1,tablet,uk,direct,5.316666666666666
session_1234,user_1215,2025-03-14 21:22:07,2025-03-14 21:22:07,1,122.0,0.0,0,tablet,usa,direct,0.0
session_1235,user_2357,2025-01-28 14:39:57,2025-01-28 14:39:57,1,96.0,0.0,0,mobile,canada,google,0.0
session_1236,user_2250,2025-01-30 18:47:51,2025-01-30 18:48:37,2,105.0,0.0,0,mobile,germany,social media,0.7666666666666667
session_1237,user_1890,2025-08-10 06:22:11,2025-08-10 06:24:04,2,195.0,5.0,0,mobile,germany,email,1.8833333333333333
session_1238,user_2345,2025-05-01 08:19:55,2025-05-01 08:21:51,2,236.0,4.0,0,mobile,usa,google,1.9333333333333333
session_1239,user_1080,2025-07-06 05:35:55,2025-07-06 05:37:51,2,204.0,0.0,0,desktop,germany,email,1.9333333333333333
session_124,user_1156,2025-07-10 12:27:01,2025-07-10 12:33:47,5,451.0,2.0,1,desktop,germany,social media,6.766666666666667
session_1240,user_1858,2025-03-12 16:16:50,2025-03-12 16:16:50,1,117.0,0.0,0,tablet,australia,google,0.0
session_1241,user_1616,2025-02-02 03:56:14,2025-02-02 03:59:34,4,338.0,2.0,0,tablet,germany,social media,3.3333333333333335
session_1242,user_1771,2025-05-03 14:45:17,2025-05-03 14:45:44,2,124.0,0.0,0,tablet,australia,email,0.45
session_1243,user_2159,2025-04-26 15:23:24,2025-04-26 15:32:48,5,709.0,4.0,1,mobile,uk,social media,9.4
session_1244,user_2635,2025-01-12 05:53:17,2025-01-12 05:53:17,1,21.0,0.0,0,desktop,australia,direct,0.0
session_1245,user_1243,2025-08-27 16:07:59,2025-08-27 16:07:59,1,32.0,0.0,0,mobile,canada,email,0.0
session_1246,user_2305,2025-05-01 22:28:24,2025-05-01 22:28:24,1,63.0,0.0,0,desktop,india,direct,0.0
session_1247,user_1474,2025-03-31 09:42:46,2025-03-31 09:51:20,5,582.0,1.0,1,tablet,france,google,8.566666666666666
session_1248,user_1949,2025-06-05 10:52:48,2025-06-05 10:54:59,2,230.0,4.0,0,tablet,france,google,2.183333333333333
session_1249,user_2949,2025-04-11 14:42:06,2025-04-11 14:44:09,2,278.0,0.0,0,desktop,uk,google,2.05
session_125,user_1471,2025-04-16 21:41:55,2025-04-16 21:43:54,2,248.0,3.0,0,tablet,india,email,1.9833333333333334
session_1250,user_1616,2025-06-18 11:29:18,2025-06-18 11:30:06,2,94.0,0.0,0,tablet,uk,email,0.8
session_1251,user_1840,2025-02-22 03:51:38,2025-02-22 03:53:32,2,156.0,0.0,0,tablet,germany,email,1.9
session_1252,user_1923,2025-07-28 16:43:38,2025-07-28 16:43:38,1,161.0,0.0,0,tablet,germany,direct,0.0
session_1253,user_1598,2025-01-09 13:09:05,2025-01-09 13:11:39,5,190.0,1.0,1,mobile,usa,direct,2.566666666666667
session_1254,user_2451,2025-06-16 22:36:12,2025-06-16 22:40:29,4,317.0,3.0,0,mobile,germany,email,4.283333333333333
session_1255,user_2471,2025-03-25 10:22:55,2025-03-25 10:25:33,3,263.0,2.0,0,tablet,canada,direct,2.6333333333333333
session_1256,user_1583,2025-06-16 10:16:11,2025-06-16 10:18:05,2,198.0,5.0,0,mobile,uk,google,1.9
session_1257,user_1138,2025-02-08 08:04:07,2025-02-08 08:10:45,5,450.0,3.0,1,desktop,australia,email,6.633333333333334
session_1258,user_1763,2025-04-07 18:56:08,2025-04-07 18:58:06,2,283.0,0.0,0,mobile,usa,social media,1.9666666666666666
session_1259,user_1038,2025-01-29 22:20:32,2025-01-29 22:26:51,4,413.0,3.0,0,tablet,france,social media,6.316666666666666
session_126,user_2713,2025-04-04 21:24:43,2025-04-04 21:24:43,1,76.0,0.0,0,mobile,usa,direct,0.0
session_1260,user_1036,2025-07-12 14:24:09,2025-07-12 14:30:31,4,530.0,1.0,0,mobile,australia,google,6.366666666666666
session_1261,user_2051,2025-06-07 18:28:47,2025-06-07 18:30:51,2,205.0,0.0,0,mobile,france,social media,2.066666666666667
session_1262,user_2839,2025-03-28 07:37:43,2025-03-28 07:43:35,5,447.0,2.0,1,desktop,india,google,5.866666666666666
session_1263,user_2498,2025-07-07 11:43:02,2025-07-07 11:43:44,2,92.0,0.0,0,mobile,uk,direct,0.7
session_1264,user_1524,2025-06-12 02:03:32,2025-06-12 02:05:17,2,221.0,0.0,0,tablet,australia,email,1.75
session_1265,user_2917,2025-02-01 01:42:31,2025-02-01 01:48:20,5,388.0,1.0,1,mobile,australia,email,5.816666666666666
session_1266,user_1161,2025-07-03 00:20:28,2025-07-03 00:28:36,5,611.0,3.0,1,mobile,usa,social media,8.133333333333333
session_1267,user_2189,2025-02-08 11:45:40,2025-02-08 11:48:05,2,213.0,5.0,0,mobile,australia,google,2.4166666666666665
session_1268,user_1183,2025-05-07 06:43:23,2025-05-07 06:45:33,2,305.0,0.0,0,desktop,uk,social media,2.1666666666666665
session_1269,user_1676,2025-01-26 08:51:12,2025-01-26 08:51:12,1,127.0,0.0,0,mobile,france,email,0.0
session_127,user_2168,2025-07-02 12:04:14,2025-07-02 12:09:54,3,430.0,2.0,0,tablet,india,email,5.666666666666667
session_1270,user_1479,2025-07-10 10:03:21,2025-07-10 10:05:15,2,196.0,0.0,0,tablet,india,direct,1.9
session_1271,user_1052,2025-08-10 19:07:38,2025-08-10 19:10:27,2,214.0,4.0,0,tablet,canada,direct,2.816666666666667
session_1272,user_1324,2025-07-09 07:36:11,2025-07-09 07:39:53,5,327.0,3.0,1,mobile,france,email,3.7
session_1273,user_1709,2025-04-26 16:31:28,2025-04-26 16:35:48,5,328.0,5.0,1,tablet,uk,direct,4.333333333333333
session_1274,user_2361,2025-02-17 07:03:08,2025-02-17 07:03:08,1,24.0,0.0,0,tablet,india,email,0.0
session_1275,user_1174,2025-08-20 09:24:59,2025-08-20 09:24:59,1,55.0,0.0,0,tablet,canada,google,0.0
session_1276,user_1650,2025-04-03 23:09:28,2025-04-03 23:10:18,3,153.0,3.0,0,mobile,canada,google,0.8333333333333334
session_1277,user_1347,2025-08-10 22:16:49,2025-08-10 22:19:32,2,261.0,0.0,0,tablet,canada,google,2.716666666666667
session_1278,user_1422,2025-07-15 18:42:34,2025-07-15 18:43:36,2,89.0,0.0,0,mobile,australia,email,1.0333333333333334
session_1279,user_2165,2025-06-27 11:06:39,2025-06-27 11:12:36,5,489.0,1.0,1,mobile,australia,social media,5.95
session_128,user_2126,2025-06-09 20:30:32,2025-06-09 20:33:58,5,263.0,3.0,1,desktop,uk,direct,3.433333333333333
session_1280,user_1998,2025-08-28 22:40:19,2025-08-28 22:43:45,3,339.0,2.0,0,tablet,australia,direct,3.433333333333333
session_1281,user_1950,2025-05-19 14:09:54,2025-05-19 14:09:54,1,91.0,0.0,0,desktop,canada,social media,0.0
session_1282,user_2231,2025-03-03 18:44:20,2025-03-03 18:45:31,3,158.0,2.0,0,tablet,canada,direct,1.1833333333333333
session_1283,user_2746,2025-08-16 16:09:20,2025-08-16 16:09:20,1,26.0,0.0,0,tablet,germany,email,0.0
session_1284,user_2656,2025-02-16 18:32:21,2025-02-16 18:37:47,5,503.0,1.0,1,desktop,germany,google,5.433333333333334
session_1285,user_2395,2025-06-15 13:01:29,2025-06-15 13:08:07,5,504.0,5.0,1,mobile,germany,direct,6.633333333333334
session_1286,user_1394,2025-01-02 00:02:16,2025-01-02 00:03:24,2,229.0,4.0,0,desktop,india,direct,1.1333333333333333
session_1287,user_2912,2025-02-09 21:52:43,2025-02-09 21:54:12,2,184.0,4.0,0,desktop,germany,social media,1.4833333333333334
session_1288,user_1746,2025-03-26 12:28:57,2025-03-26 12:29:42,2,108.0,0.0,0,desktop,india,direct,0.75
session_1289,user_2544,2025-01-29 10:14:01,2025-01-29 10:15:37,2,260.0,3.0,0,mobile,usa,direct,1.6
session_129,user_2755,2025-04-11 17:04:06,2025-04-11 17:05:01,2,221.0,0.0,0,desktop,uk,direct,0.9166666666666666
session_1290,user_2557,2025-06-20 07:43:31,2025-06-20 07:48:03,3,306.0,4.0,0,mobile,australia,google,4.533333333333333
session_1291,user_1406,2025-03-08 18:45:26,2025-03-08 18:53:02,5,581.0,3.0,1,tablet,france,google,7.6
session_1292,user_1180,2025-05-23 08:09:13,2025-05-23 08:15:28,5,456.0,3.0,1,tablet,france,google,6.25
session_1293,user_1281,2025-07-10 14:38:24,2025-07-10 14:42:40,5,319.0,4.0,1,tablet,india,email,4.266666666666667
session_1294,user_2941,2025-03-16 03:16:11,2025-03-16 03:17:00,2,154.0,3.0,0,mobile,canada,social media,0.8166666666666667
session_1295,user_1642,2025-02-14 09:15:12,2025-02-14 09:16:17,2,143.0,0.0,0,tablet,uk,email,1.0833333333333333
session_1296,user_2158,2025-02-15 01:12:42,2025-02-15 01:12:42,1,173.0,0.0,0,mobile,germany,email,0.0
session_1297,user_1615,2025-07-09 07:59:32,2025-07-09 08:01:52,2,170.0,4.0,0,desktop,france,email,2.3333333333333335
session_1298,user_1567,2025-03-03 09:36:50,2025-03-03 09:43:48,5,559.0,3.0,1,mobile,germany,google,6.966666666666667
session_1299,user_1729,2025-07-12 14:02:17,2025-07-12 14:04:56,2,334.0,3.0,0,tablet,india,social media,2.65
session_13,user_1058,2025-08-01 19:45:33,2025-08-01 19:50:48,3,357.0,5.0,0,tablet,usa,direct,5.25
session_130,user_1595,2025-03-24 20:29:41,2025-03-24 20:35:36,5,512.0,4.0,1,desktop,germany,social media,5.916666666666667
session_1300,user_1202,2025-06-07 17:01:04,2025-06-07 17:01:04,1,120.0,0.0,0,tablet,india,email,0.0
session_1301,user_1204,2025-01-27 15:59:22,2025-01-27 16:03:33,4,385.0,3.0,0,mobile,canada,google,4.183333333333334
session_1302,user_1512,2025-04-07 10:07:26,2025-04-07 10:07:26,1,125.0,0.0,0,tablet,germany,google,0.0
session_1303,user_2564,2025-07-04 16:56:33,2025-07-04 16:59:02,2,288.0,0.0,0,desktop,usa,direct,2.4833333333333334
session_1304,user_1804,2025-06-06 02:08:40,2025-06-06 02:09:53,2,115.0,0.0,0,desktop,usa,direct,1.2166666666666666
session_1305,user_1526,2025-07-03 21:03:26,2025-07-03 21:05:15,2,252.0,0.0,0,mobile,canada,email,1.8166666666666667
session_1306,user_2641,2025-04-05 20:14:10,2025-04-05 20:14:29,2,98.0,4.0,0,mobile,uk,direct,0.31666666666666665
session_1307,user_1283,2025-02-10 07:24:45,2025-02-10 07:27:13,2,246.0,3.0,0,tablet,germany,social media,2.466666666666667
session_1308,user_1744,2025-05-31 09:08:19,2025-05-31 09:09:46,2,164.0,5.0,0,tablet,canada,email,1.45
session_1309,user_2214,2025-04-11 06:37:42,2025-04-11 06:40:04,2,259.0,2.0,0,tablet,canada,google,2.3666666666666667
session_131,user_2498,2025-03-03 18:27:07,2025-03-03 18:28:12,2,116.0,3.0,0,tablet,france,social media,1.0833333333333333
session_1310,user_2683,2025-06-23 07:07:59,2025-06-23 07:10:25,3,212.0,4.0,0,tablet,usa,google,2.433333333333333
session_1311,user_2426,2025-05-12 07:12:45,2025-05-12 07:18:52,5,497.0,1.0,1,tablet,france,direct,6.116666666666666
session_1312,user_1570,2025-08-21 00:49:24,2025-08-21 00:57:12,5,538.0,2.0,1,mobile,uk,social media,7.8
session_1313,user_2370,2025-01-22 17:49:15,2025-01-22 17:49:15,1,132.0,0.0,0,tablet,canada,direct,0.0
session_1314,user_2893,2025-04-19 04:35:00,2025-04-19 04:37:21,2,286.0,0.0,0,desktop,india,direct,2.35
session_1315,user_1592,2025-07-29 09:01:13,2025-07-29 09:01:13,1,38.0,0.0,0,tablet,germany,direct,0.0
session_1316,user_1299,2025-03-20 04:55:34,2025-03-20 04:56:58,2,254.0,4.0,0,mobile,germany,email,1.4
session_1317,user_2292,2025-06-21 16:12:57,2025-06-21 16:13:41,2,112.0,2.0,0,tablet,uk,direct,0.7333333333333333
session_1318,user_2785,2025-03-16 05:50:16,2025-03-16 05:52:44,2,294.0,0.0,0,desktop,uk,social media,2.466666666666667
session_1319,user_2790,2025-04-12 00:19:41,2025-04-12 00:27:36,5,627.0,4.0,1,desktop,canada,direct,7.916666666666667
session_132,user_1515,2025-03-06 23:58:12,2025-03-06 23:58:12,1,150.0,0.0,0,mobile,canada,direct,0.0
session_1320,user_2398,2025-07-19 02:06:09,2025-07-19 02:07:52,2,253.0,0.0,0,tablet,france,social media,1.7166666666666666
session_1321,user_1106,2025-03-02 21:06:45,2025-03-02 21:10:57,5,271.0,1.0,1,mobile,australia,social media,4.2
session_1322,user_2560,2025-03-19 00:18:09,2025-03-19 00:24:37,5,495.0,2.0,1,mobile,uk,social media,6.466666666666667
session_1323,user_1073,2025-03-06 08:17:07,2025-03-06 08:17:07,1,151.0,0.0,0,mobile,usa,direct,0.0
session_1324,user_2855,2025-04-01 10:37:11,2025-04-01 10:39:06,2,294.0,0.0,0,desktop,germany,email,1.9166666666666667
session_1325,user_2470,2025-02-10 12:59:31,2025-02-10 13:01:31,2,187.0,4.0,0,tablet,usa,email,2.0
session_1326,user_2922,2025-08-13 01:13:28,2025-08-13 01:13:28,1,124.0,0.0,0,mobile,germany,email,0.0
session_1327,user_2925,2025-07-30 19:02:52,2025-07-30 19:02:52,1,174.0,0.0,0,tablet,india,social media,0.0
session_1328,user_1348,2025-04-20 01:18:03,2025-04-20 01:18:03,1,38.0,0.0,0,tablet,uk,google,0.0
session_1329,user_2869,2025-01-02 09:03:16,2025-01-02 09:03:16,1,73.0,0.0,0,desktop,india,direct,0.0
session_133,user_2286,2025-04-11 04:38:11,2025-04-11 04:39:50,2,165.0,0.0,0,tablet,uk,email,1.65
session_1330,user_2985,2025-03-31 22:02:04,2025-03-31 22:02:04,1,125.0,0.0,0,mobile,canada,social media,0.0
session_1331,user_1576,2025-06-15 10:01:40,2025-06-15 10:06:19,5,337.0,1.0,1,tablet,france,social media,4.65
session_1332,user_2502,2025-01-17 16:15:30,2025-01-17 16:17:16,2,134.0,1.0,0,desktop,germany,email,1.7666666666666666
session_1333,user_1276,2025-07-16 23:12:31,2025-07-16 23:17:33,5,325.0,1.0,1,desktop,usa,email,5.033333333333333
session_1334,user_2956,2025-07-31 09:07:55,2025-07-31 09:15:10,5,486.0,2.0,1,mobile,australia,social media,7.25
session_1335,user_2770,2025-05-03 14:19:28,2025-05-03 14:26:11,5,464.0,5.0,1,desktop,usa,email,6.716666666666667
session_1336,user_1807,2025-04-17 07:00:17,2025-04-17 07:02:57,2,236.0,3.0,0,desktop,india,email,2.6666666666666665
session_1337,user_2843,2025-03-23 00:39:30,2025-03-23 00:39:30,1,170.0,0.0,0,mobile,canada,google,0.0
session_1338,user_1967,2025-05-03 06:08:28,2025-05-03 06:12:20,4,403.0,3.0,0,desktop,uk,social media,3.8666666666666667
session_1339,user_2985,2025-07-23 23:45:45,2025-07-23 23:48:26,3,220.0,5.0,0,mobile,france,google,2.683333333333333
session_134,user_1372,2025-03-18 14:12:14,2025-03-18 14:14:27,2,260.0,2.0,0,tablet,france,email,2.216666666666667
session_1340,user_2948,2025-03-11 19:55:02,2025-03-11 20:03:37,5,586.0,2.0,1,tablet,usa,social media,8.583333333333334
session_1341,user_2903,2025-02-19 05:43:19,2025-02-19 05:47:30,3,294.0,4.0,0,mobile,usa,google,4.183333333333334
session_1342,user_1512,2025-01-27 14:01:49,2025-01-27 14:07:00,5,418.0,3.0,1,desktop,australia,direct,5.183333333333334
session_1343,user_1213,2025-01-26 20:42:42,2025-01-26 20:43:27,2,180.0,1.0,0,mobile,france,direct,0.75
session_1344,user_2045,2025-03-11 14:03:32,2025-03-11 14:10:01,5,488.0,1.0,1,tablet,australia,email,6.483333333333333
session_1345,user_1620,2025-02-11 03:55:31,2025-02-11 03:57:30,2,155.0,4.0,0,tablet,france,social media,1.9833333333333334
session_1346,user_2029,2025-06-03 09:18:50,2025-06-03 09:21:46,2,232.0,4.0,0,tablet,canada,social media,2.933333333333333
session_1347,user_2203,2025-08-24 12:15:38,2025-08-24 12:15:55,2,197.0,1.0,0,mobile,usa,direct,0.2833333333333333
session_1348,user_1971,2025-02-11 15:04:37,2025-02-11 15:04:37,1,97.0,0.0,0,tablet,india,direct,0.0
session_1349,user_1957,2025-07-19 16:50:09,2025-07-19 16:51:22,2,135.0,0.0,0,tablet,usa,google,1.2166666666666666
session_135,user_1510,2025-04-08 05:48:29,2025-04-08 05:52:26,4,293.0,3.0,0,mobile,india,google,3.95
session_1350,user_2826,2025-07-28 04:16:10,2025-07-28 04:20:22,5,306.0,3.0,1,tablet,usa,social media,4.2
session_1351,user_1774,2025-01-10 12:41:59,2025-01-10 12:44:42,2,261.0,5.0,0,mobile,canada,email,2.716666666666667
session_1352,user_1381,2025-05-05 05:14:12,2025-05-05 05:16:07,2,198.0,2.0,0,tablet,canada,google,1.9166666666666667
session_1353,user_1961,2025-02-23 08:32:05,2025-02-23 08:33:47,2,201.0,4.0,0,desktop,uk,email,1.7
session_1354,user_2182,2025-03-07 12:37:27,2025-03-07 12:37:47,2,190.0,5.0,0,desktop,india,google,0.3333333333333333
session_1355,user_2373,2025-07-11 22:07:56,2025-07-11 22:07:56,1,151.0,0.0,0,mobile,canada,social media,0.0
session_1356,user_1161,2025-04-07 06:05:11,2025-04-07 06:05:11,1,82.0,0.0,0,desktop,france,email,0.0
session_1357,user_1634,2025-05-27 23:12:39,2025-05-27 23:14:15,2,135.0,4.0,0,tablet,canada,google,1.6
session_1358,user_1155,2025-01-16 13:38:27,2025-01-16 13:38:53,2,50.0,2.0,0,mobile,france,direct,0.43333333333333335
